date,title,location,salary,company_industry,education,prior_experience,bonus,stocks,total_comp,additional_benefits,tenure_length_period,tenure_length_period_units,survey_year
2021-12-11,Data Scientist,"San Francisco, CA, USA",130.0,Biotech startup,MS Statistics,one internship before this job,Desconhecido,"10k bonus, options that are of uncertain value",140k,False,1.7,years,2021
2021-12-11,Senior Data Analyst,"San Francisco, CA, USA",140000.0,Self-driving car,BS Civil Engineering   * MS Analytics,4 years transportation consulting   * 4 years in government      * 2 of the 4 years in government was a data analyst type role,55k/yr,at current price,216k,False,1.0,months,2021
2021-12-11,Data Scientist,"New York, NY, USA",,Desconhecido,Bachelor's,"2yrs consumer goods startup, 1.5 years healthtech startup",but company,has kinda been tanking so we'll see,"315,000",False,1.0,years,2021
2021-12-11,Desconhecido,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Data Scientist,"Portland, OR, USA",,Desconhecido,MS in Physics,Desconhecido,Desconhecido,Desconhecido,120K,False,5.0,years,2021
2021-12-11,Senior Product Scientist,"Austin, TX, USA",,Desconhecido,BS Business Admin undergrad + 3 month DS Immersive Bootcamp,Desconhecido,"performance based)      - $70,000 in Restricted","Units, rolling 4 vesting (I think 10% vests in year 2, 25% in year 3, etc","150,000 - $160,000 (depending on Performance",False,8.0,months,2021
2021-12-11,Data Specialist (bit of a hybrid between analyst/engineer/jr. software dev,"Chicago, IL, USA",80000.0,E-commerce,BS Stats,Desconhecido,Desconhecido,3000 EOY bonus for 2021,"83,000",False,5.0,years,2021
2021-12-11,Senior Data Analyst,"Sydney NSW, Australia",130000.0,BIG 4 Bank in Australia,Bachelors in an unrelated field,8 yrs in another bank in various Data Analytics and PM roles$Internship: NA,Desconhecido,"20,000 AUD","150,000 AUD",False,2.0,months,2021
2021-12-11,lead data scientist,"New York, NY, USA",147000.0,Marketing,Masters in DS,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,months,2021
2021-12-11,"BI Manager (not sure I count, but Im only one in my org doing DSy type things","Remote, OR 97458, USA",,Desconhecido,MSCS,Desconhecido,Desconhecido,"noneBonus: variable up to 10%, avg at current 8% annualStipends: $50/monthRetirement: 5% employer match, maxed $5500","124,900 USD",False,6.0,years,2021
2021-12-11,Data Scientist,"Bengaluru, Karnataka, India",1200000.0,Alshaya - Retail,Bachelors in Engineering,Tesco - Retail 5.5 years    $Internship - none    $Coop - none,none,Desconhecido,"15,00,000 pa $19.7k pa",False,1.0,years,2021
2021-12-11,Senior Data Scientist,"New York, NY, USA",185.0,Midsize tech company,BA Economics,"4 years data analyst   * 2 years data scientist including 1.5 years as a team lead      * Last DS role was more consulting &amp; sales-y      * Previous day-to-day includes advising clients on technical product/data, some exploratory data analysis, and implementation of ML in production",Desconhecido,10k target annual cash bonus,195k TC + 20k signing bonus,False,5.0,months,2021
2021-12-11,Desconhecido,Desconhecido,107.0,Fintech startup,Desconhecido,Desconhecido,none,and or recurring bonuses: 107k / 4 RSU,133k,False,2.0,unknown,2021
2021-12-11,Product Analyst,"New York, NY, USA",145000.0,Fintech Startup Series D,Masters,"1.5 Years as a BA at Capital One, physics major and business masters before that  $Internship: None","40,000",10% annual bonus (depends on company performance)  95k worth of options (4 year vest,"223,000 first year 183,000 after",False,0.0,years,2021
2021-12-11,Senior Data Scientist,Desconhecido,500000.0,Tech,Masters,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,years,2021
2021-12-11,Data Scientist,"San Francisco Bay Area, CA, USA",155.0,Security,PhD,Postdoc research        $Internship N/A        $Coop N/A,Desconhecido,45k,200k,False,2.0,years,2021
2021-12-11,Data Lecturer,United Kingdom,75.0,private sector education,"BSc physics, research fellow (DS",Desconhecido,Desconhecido,Desconhecido,"100k inc. pensions, life insurance etc",False,2.0,unknown,2021
2021-12-11,Data Scientist,"Denver, CO, USA",95.0,Startup,PhD,"2 years at different startup between M.S. and PhD, 1 year postdoc AI/ML at National Laboratory",0,30k,120k,False,1.0,years,2021
2021-12-11,Junior Data Scientist,"Chicago, IL, USA",118000.0,Energy and Utilities,Ph.D. in Chemical Engineering,one year as a DS at a start-up. 1 year at another start-up in a non DS field (chemical R&amp;D).$Internship$Coop,but that might have been my wife,"20% bonus tied to my performance, company performance, and department performance. Last year I got 104% of the 20% for good reviews","141,000",False,2.0,years,2021
2021-12-11,Data Science Specialist,India,37.0,Consulting MBB,Bachelors in Engineering (Electronics,Desconhecido,Desconhecido,Desconhecido,45k USD,False,2.0,unknown,2021
2021-12-11,Data scientist,United States,75.0,Federal government science agency,M.S,straight out of grad school,Desconhecido,"N/A, but there is a defined benefit pension that is \~80% employer funded, \~1% salary per year of service",75k plus pension contributions FWIW,False,5.0,years,2021
2021-12-11,Data Analyst,Desconhecido,80.0,SAS,B.A. in unrelated major,2 years,10,401k match,88k + 401k,False,1.5,years,2021
2021-12-11,Data Analyst 2,United States,70.0,Finance,BS in business,"None, self taught and transitioned to data during covid",Desconhecido,10,77k,False,1.5,years,2021
2021-12-11,Graduate Data Scientist,"Cardiff, UK",27000.0,FinTech app,"BSc Psychology ,MSc psychology, MSc data science",Desconhecido,Desconhecido,Desconhecido,"27,000",False,4.0,months,2021
2021-12-11,Data Scientist/Analytics Specialist,Desconhecido,110000.0,Consulting,BA+MS,Desconhecido,Desconhecido,Desconhecido,"120,000",False,6.0,months,2021
2021-12-11,Senior Data Scientist,"Boston, MA, USA",115.0,Major financial services company,"undergrad math, MS in Statistical Practice (DS from stats perspective basically","pre-DS career teaching, grad school projects, internship    **Internship:** At same company, in the same group I was eventually hired by",Haha no,Eligible for 20% bonus (which means I get 18-19%) and got a sort of retention bonus that'll raise by total comp \~$5-10k in 2023 and 2024 if I'm still around,"for 2022, expecting around $135k",False,2.5,years,2021
2021-12-11,Data Scientist,"4W9R+X3H, Kannamwar Nagar II, Vikhroli, Mumbai, Maharashtra 400083, India",2000000.0,large corporate in Telecomm,Post graduate program in Data Science,"First job"" Internship: 6 months in same organization"" Coop: None",Desconhecido,Desconhecido,"20,00,000 INR",False,2.0,years,2021
2021-12-11,Data Scientist,Desconhecido,58.0,FinTech,BSc Maths,18 months data analyst &amp; 18 months Data Scientist,none,10-20% bonus,65k,False,6.0,months,2021
2021-12-11,USC College Freshman,"Downtown Los Angeles, Los Angeles, CA, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,student loans,False,2.0,unknown,2021
2021-12-11,Director of Data Science,"New York, NY, USA",200000.0,Fortune 250 - CPG,B.Sc. Sociology '13   * M.A. Cognitive Science '15   * M.Sc. Learning Analytics '16   * Ph.D. Cognitive Science '21,Systems Administration \~6yrs   * Instructional Design \~2yrs   * Ad-Tech Data Science/Research \~2yrs   * Ed-Tech Data Science/Research \~2yrs   * Human Capital Data Science/Research \~3yrs (Most recent,es:**   * 6% 401k Match   * 15% discount,"options purchase plan   * 20% - 40% Company Performance Bonus* **Remote:** WFH Permanently* **Attire:** Pajamas + Blazer* **Total comp:** $254,232 USD (2021","254,232 USD (2021 Total Take Home",False,2.0,months,2021
2021-12-11,Client Insights Consultant,"New Jersey, USA",152000.0,"Market Research, Consumer Goods Industry",Masters,Desconhecido,Desconhecido,Desconhecido,"167,000",False,4.5,years,2021
2021-12-11,Associate Data Scientist,"San Francisco, CA, USA",135000.0,Small-Medium SaaS Tech Company,BS (Applied Math) + MS (Statistics,"1.5 years as DA prior to grad school, 11-month internship with current employer during grad school",0,and/or Recurring Bonuses:** $0,"135,000",False,2.0,months,2021
2021-12-11,Principal Business Intelligence Engineer,"Chicago, IL, USA",200000.0,Well Funded Tech Startup,Masters,Desconhecido,depends on company performance)   * XXXX,package (4 year vest,"270,000",False,2.0,unknown,2021
2021-12-11,Senior Data Scientist,"London, UK",85000.0,Fintech,MSc Data Science,3 years analytics consulting,es: Total comp: £40k,Desconhecido,40k stock,False,2.0,unknown,2021
2021-12-11,Data Science,Desconhecido,29850.0,TMD,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,3.0,years,2021
2021-12-11,Decision Scientist,Desconhecido,86000.0,small/medium tech company,masters in data science,"none,  started this right out of school",es: 1k in,"options, 4k in bonuses",90000,False,1.0,years,2021
2021-12-11,"Data Analyst, Supply Chain \[New team, Org didn't adopt naming conventions QQ","Atlanta, GA, USA",80000.0,Utilities,"MS, Mathematics",Desconhecido,Desconhecido,"10-20% based on individual and company performance, tends to be 15-17","92-94,000Traded base pay for business experience, opportunities for advancement, and more downtime. Only real complaint is that my customers ask questions they should be able to answer themselves but that seems to be changing slowly",False,3.0,years,2021
2021-12-11,Senior Data Scientist,Desconhecido,150.0,Tech in FT 30,MS,About 5 years in DS* **Internship:** One summer internship in DS,No,No,About 162k + 5% 401K match immediately vested,False,2.0,months,2021
2021-12-11,Complaints Management Data and Reporting Analyst,"Ohio, USA",59000.0,Finance,Assoc in Digital Photography,Desconhecido,Desconhecido,Desconhecido,"totally data driven job and I'm over the moon! (Mobile, so sorry if formatting gets wonky.)* **Title:** Complaints Management Data and Reporting Analyst* **Tenure length:** 0 years. 4 years with this company in operations.* **Location:** Ohio   * **Remote:** Currently Hybrid (2 days in office, my choice)* **Salary:** $59,000 (Hourly w/ overtime expected)* **Company/Industry:** Finance* **Education:** Assoc in Digital Photography* **Prior Experience:** Just a nerd that has done data projects in previous roles",False,0.0,years,2021
2021-12-11,Senior Associate Analyst,Desconhecido,65.0,Ad Agency/Marketing,BS Statistics/DS,6 months at startup,Desconhecido,and Bonus: N/A,65k,False,1.5,years,2021
2021-12-11,Data Scientist,"Cincinnati, OH, USA",132.0,Consumer products,STEM PhD,"3 year DS Research""	`$Internship: None""	`$Coop: None",10k,8K,132K,False,2.0,unknown,2021
2023-12-29,Senior Data Scientist,Canada,175.0,Small Fintech Company,BS Economics &amp; Mathematics,Desconhecido,Desconhecido,Desconhecido,175k,False,1.0,years,2023
2023-12-29,Senior Scientist: Statistics,"Nebraska, USA",135000.0,Pharma,"MS stats, BE mechanical engineering",11 years   * **$Internship 10 weeks (unrelated)   * **$Coop,"es: 13,500","20,250 bonus","168,750",False,2.0,years,2023
2023-12-29,Sr. Staff Research Scientist,"New York, NY, USA",265.0,Public company with an R&amp;D focus,"M.S. in Statistics, Ph.D in Economics","1 year postdoc, 1.5 years assistant professor at a business school, some tech internships back in grad school",20k relocation,"610k/year RSUs (at respective grant prices), $40k performance bonus, $45k scheduled bonus",987k,False,3.5,years,2023
2023-12-29,Senior Staff ML Engineer,"San Francisco, CA, USA",300.0,Tech,PhD,"4yrs Industry, 5 yrs Postdoc",900k RSUs,had a good year and so did I,1.3M,False,3.0,years,2023
2023-12-29,Staff Data Scientist / Tech Lead Manager,"Seattle, WA, USA",214.0,MAANG,"BS/MS Ops Research, PhD Statistics, MBA",Desconhecido,Desconhecido,Desconhecido,518K,False,3.0,months,2023
2023-12-29,Economist,"Seattle, WA, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,320k,False,3.5,years,2023
2023-12-29,Data scientist,Ireland,65500.0,Tech,"MSc in data science, PhD in computer science",Desconhecido,Desconhecido,up to 10% bonus,"72,050",False,1.5,years,2023
2023-12-29,Data Scientist,"Chicago, IL, USA",87000.0,Home/Auto Insurance,"BS Math, MS Statistics","Data Analyst, 2 Years (same company",Desconhecido,10% Bonus,"95,000",False,2.0,years,2023
2023-12-29,Data Analyst,"Washington, DC, USA",,Desconhecido,"BA Comp Sci, phy minor",Desconhecido,Desconhecido,15,65k - 76k,False,2.0,unknown,2023
2023-12-29,VP of Data Science,"Boston, MA, USA",250.0,Mid-size marketing firm,PhD in STEM + DS bootcamp,Desconhecido,Desconhecido,Bonus: 10% bonus target,250k - $275k,False,7.5,years,2023
2023-12-29,Senior Consultant Data Scientist,"37-39 Kingsway, London WC2B 6TP, UK",63300.0,"Consulting, Large global consultancy","MSc Data Analytics, BSc Mathematics",1.5y at a small consultancy (6 total)   * **$Internship** 2x3 month summer placements   * **$Coop,No lmao,Ability to put 10% into discounted ESPP (15% discount,67k this year,False,4.5,years,2023
2023-12-29,BI Analyst,Rocky Mountains,100.0,Small tech company,Desconhecido,Desconhecido,5k sign-on,10% bonus,110k,False,2.0,unknown,2023
2023-12-29,Data Scientist,Desconhecido,2.0,healthcare,"BS in engineering, bootcamp grad for DS (got A LOT of people asking about what bootcamp I did, I did General Assembly back in early 2022. Do I think it was THE reason I got the job, no. You really got to weigh the good with the bad and see if a bootcamp/career change is right for you. More than happy to continue to the convo in the comments). Also starting my masters in CS (OMSCS anyone?) next year during the fall. Fully paid for by current company so no brainer","3 years in different industry with some data analytics work. (Excel, dashboards)$Internship NA$Coop NA",Desconhecido,"Didn't get anything for 2023 but hearing its roughly 5% of base, just depends on personal and department goals","151,000First full year w/ my big boy DS salary, and man what a year. So glad I chose this position, I've learned so much and have really grown professionally. I have also been able to meet and surpass the expectations my lead and manager set for me. Benefits are amazing, while a higher TC may be worth when I feel comfortable 3-5 YOE+ I can see myself as a lifer here. Also finally maxed out all my retirement accounts this year, huge personal finance goal for me! Here's to another great year",False,2.0,years,2023
2023-12-29,Data Scientist I,Desconhecido,110.0,Large biotech company,BS/MS Computer Science,Desconhecido,Desconhecido,Desconhecido,120k,False,1.5,years,2023
2023-12-29,Data Scientist 1,"Texas, USA",,Desconhecido,"BS Math, currently completing MS in CS part-time",Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,6.0,months,2023
2023-12-29,Digital Engineering Graduate,"Wolverhampton, UK",30000.0,Aerospace Manufacturing Industry,"BSc in Chemistry, MSc in Data Science, Keele University",3 month summer internship this year as a data analyst for a startup,Desconhecido,up to 8% of annual salary per tax year,"32,400",False,4.0,months,2023
2023-12-29,Data Scientist,"South Carolina, USA",86.0,Higher Ed,"BS Applied Mathematics, MS Biomedical Data Science",2 years research/graduate assistant during MS$Internship: 2 prior internships,Desconhecido,Desconhecido,86K,False,1.0,years,2023
2023-12-29,Data Scientist,Switzerland,,Desconhecido,Desconhecido,Desconhecido,"30k USD, 50k USD in",s,260k USDInflated because Swiss francs is high,False,1.0,years,2023
2023-12-29,Junior Data Scientist,Hungary,28.0,Smaller tech company,BSc and MSc in computer science,"1 year experience in total, worked for a large FMCG MCN, and a small startup",Desconhecido,Unlimited PTO and up to 10,30k,False,2.0,unknown,2023
2023-12-29,Senior Data Scientist,"Midwestern United States, USA",210.0,Tier 2/3 tech,Ms in Stats,Desconhecido,Desconhecido,Desconhecido,"235K USDOther Benefits: 401k match until 6%, Fully sponsored business trip to a country in Europe where the org is headquartered, Typical PTO of 23 days a year",False,2.0,years,2023
2023-12-29,bi analyst,"Midwestern United States, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,72k + discount + 401k match,False,1.5,years,2023
2023-12-29,Data Scientist (L3,"New York, NY, USA",,Desconhecido,Desconhecido,Desconhecido,None (didnt ask for anything,"and/or reoccurring bonuses: 12% LTI and 10% STI, depending on company performance",Up to $193k,False,2.0,unknown,2023
2023-12-29,Senior MLE,United States,175.0,Tech,Unrelated STEM MS,10 years,Desconhecido,"Lots of options, was a very early hire","180kSupplemented by consulting work and paid writing gigs for publishers you've heard of.Still criminally underpaid, even for a still-early stage startup, and will likely be making a move this coming year that's been in the works for a year or so now (small private research lab with even more flexibility on what I work on, where I work, and how), but priorities have shifted for me in the past few years and flexibility is much more important than straight up pay. Being able to work from abroad a few months a year is a major requirement of mine, and my current (and future) place allow it. My job is also very chill for me, between seniority and what I work on",False,3.5,years,2023
2023-12-29,Staff Data Scientist,Desconhecido,,Desconhecido,M.S. Analytics,Desconhecido,Desconhecido,41k (flexible w/ salary,261k,False,2.0,unknown,2023
2023-12-29,Executive Manager,"Melbourne VIC, Australia",214.0,Big Australian Bank,Master's,16 years in same industry + 2 years of AI/ML,Desconhecido,5% bonus,"AUD$250,540",False,2.0,years,2023
2023-12-29,Senior Data Scientist - Marketing Measurement/Causal Inference,"New York, NY, USA",155.0,"In-house, Tech, e-commerce","MS Econ, BS Finance+Psych",Desconhecido,300K RSUs,"Depends, anywhere between $150K to $50K in RSUs depending on the year the company had.* **Bonus:** 10%* **Other:** 100% company paid healthcare for myself and entire family, lifestyle spending stipend, remote work stipend, 401K match, all valued around $40K",Somewhere between $250K and $350K,False,1.5,years,2023
2023-12-29,Desconhecido,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Equity:**         * **Bonus:**        * **Other Compensation,Desconhecido,False,2.0,unknown,2023
2023-12-29,"senior data scientist - research (at my company, they have two ds ladders to distinguish between product ds and research ds)Location: nyc (but I commute from a nearby mcol city)Salary: 200kAnnual bonus: 40kRSU: 125k/year at grant (higher with stock growth)Company: mangEducation: ms (dropped out of phd in OR","New York, NY, USA",,Desconhecido,Desconhecido,Desconhecido,40kRSU: 125k/year at grant (higher with,growth)Company: mangEducation: ms (dropped out of phd in OR)Tenure: 3 yearsPrior experience: 3 years as analyst,365k,False,2.0,unknown,2023
2023-12-29,Data Scientist,"New York, NY, USA",120000.0,Tech,M.S. Stat,Six mo internship,0,40k in illiquid options with 5 year vesting schedule aka funny money,"160kTech Stack: (because I think this should be included) R, Postgress, Typescript",False,2.0,years,2023
2023-12-29,Machine Learning Engineer,United States,0.0,Desconhecido,"BS Computer Science, Minor Statistics","3, 1 as lead MLE",0,0,0,False,2.0,months,2023
2023-12-29,Data Analytics Manager - AI/ML,"Chicago, IL, USA",179.0,Big 4 - tech Consulting,Master in Computer Science concentration data science,Desconhecido,Desconhecido,"very varied Bonus - 27,500K","206,500",False,2.0,unknown,2023
2023-12-29,AI Engineer,"Bengaluru, Karnataka, India",9.0,Small Fintech Company,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Total** **comp**: $9.6k,False,6.0,months,2023
2023-12-29,Director of Data Science (L8,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,"RSUs, with RSUs making up almost all of that)Total Comp: $1.6MOn pace for upwards of $2.2M in 2024 if","1.3M (performance bonus + RSUs, with RSUs making up almost all of that",1.6MOn pace for upwards of $2.2M in 2024 if stock stays at current levels,False,10.0,years,2023
2023-12-29,Data Scientist (technically a  manager with one report,"Midwestern United States, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,124.5k,False,1.0,years,2023
2023-12-29,Senior DS (IC5,Desconhecido,250.0,"Tech, AI, Robotics",PhD Math,10 years research,es**: ~$200k \**Fringe**: Stock refreshers every year and espp \**Total comp**: ~$450k **Total comp with stock appreciation**: ~$975k (as of year end)So this is a little out there given the,refreshers every year and espp \**Total comp**: ~$450k,"with stock appreciation**: ~$975k (as of year end)So this is a little out there given the stock appreciation. Extremely lucky with timing and the field happens to be competitive with SWEs. Not likely to repeat, so an outlier for sure. DS for niche roles can demand/ attract a lot so keep at it",False,10.0,years,2023
2023-12-29,Senior Data Scientist,United States,150000.0,Ad Tech,MS,8 YOE,No,"Annual RSU rewards, 20% bonus","180,000 (not including RSU",False,2.0,unknown,2023
2023-12-29,Data Scientist,"Los Angeles, CA, USA",112000.0,Finance,Bachelors,4 yrs (Analytics/Analytics Engineering)Internship: 2 months (Junior Year,Desconhecido,"20,000","130,000EDIT - Imposter Syndrome: Very High",False,1.0,years,2023
2023-12-29,Data Scientist,Brazil,120.0,Startup,"BSc and MPhil Economics, 3 month DS course",Desconhecido,es:** 0.1,"year, didn't negotiate vacations because I'm stupid, but take eventual days off",120k BRL**PS**: Any other DSs here from developing countries,False,2.0,years,2023
2023-12-29,Data Science Manager,Canada,280.0,tech,Stats,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,4.0,years,2023
2023-12-29,"Senior Data Scientist, Product Analytics","San Francisco, CA, USA",200.0,"Small, late stage tech startup",BS Economics &amp; BS International Relations,Desconhecido,Desconhecido,Desconhecido,200k (excluding equity since pre-ipo,False,2.5,years,2023
2023-12-29,Developer,"New York, NY, USA",210.0,Tech,MSc in Engineering,Non Tech companies but big ones,es: On paper another $100k+ per yearTotal comp: Between $415k to $515k depending on,On paper another $100k+ per year,Between $415k to $515k depending on stock,False,1.5,years,2023
2023-12-29,Analytics Manager,Desconhecido,,Desconhecido,M.S. Analytics,Desconhecido,Desconhecido,"40k/yr but it's a little difficult to value since it's not a publicly traded companyTotal comp: \~$190k/year  Edit: I'm a little confused by people including relocation/signing bonus as part of their total comp. In my opinion, they shouldn't be included in","unless you get them every year (which by definition, relocation and signing bonuses are not annual",False,14.0,months,2023
2023-12-29,staff research scientsit/engineerYoE: 5,Canada,200.0,research lab at big tech co,msc stats,Desconhecido,Desconhecido,"15% bonus, ~240k rsus 4 yr vest",290k,False,6.0,months,2023
2023-12-29,Lead data scientist,United States,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,1.0,years,2023
2023-12-29,Data Scientist,"San Francisco, CA, USA",130.0,Consultancy - industry keeps changing - right now client is a manufacturing firm,MS in DS,3 years as DS not in US.  $Internship - Yes at a non profit.  $Coop,Desconhecido,Desconhecido,130k,False,4.0,months,2023
2023-12-29,Principal Data Scientist,United States,175.0,big retail / CPG,"BS EE, MS EE, dropout PhD EE (all but dissertation) from not-a-top state school",Desconhecido,Desconhecido,"100k RSU, \~20% cash bonus",310k,False,5.5,years,2023
2023-12-29,Senior Data Scientist,"New England, USA",182.0,M / G,MBA,5 years in non-tech,35k relocation + sign on,110k/year RSUs (at respective grant prices). $30k perf bonus,322k,False,5.0,years,2023
2023-12-29,Director,"Northeastern United States, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Total: $222K,False,4.0,years,2023
2023-12-29,Data Scientist,Desconhecido,135.0,acquired startup in a very large co,Desconhecido,Desconhecido,and about 6k in,Desconhecido,Desconhecido,False,1.0,years,2023
2023-12-29,Senior/Staff DS,"New York, NY, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.5,years,2023
2023-12-29,Data Scientist,"Florida, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,90k USD,False,6.0,months,2023
2023-12-29,Data Analyst,United States,125.0,Fintech,Desconhecido,Desconhecido,Desconhecido,"12k, 4% IRA match",140k,False,8.0,months,2023
2023-12-29,Data Scientist,"New York, NY, USA",205.0,FinTech,"BA in Physics, MS in CS (OMSCS",5 years in analytics/data science,Desconhecido,35k bonus,240k,False,8.0,months,2023
2023-12-29,Senior Data Scientist,Desconhecido,,Desconhecido,"MBA, focus in econometrics and big data",Desconhecido,Desconhecido,Desconhecido,"110k#I'm also the manager of a small department of analysts and scientists. #Additional benefits:  Excellent healthcare, pension, 5 weeks vacation plus 2 weeks sick plus a buttload of holidays",True,4.0,years,2023
2023-12-29,Business Systems Data Analyst,"Nashville, TN, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,"100,000Additional: 100% remote; no set work hours; 4 weeks paid organization-wide breaks; 15 days paid vacation; 10 days paid sick leave; 9 paid federal holidays; 80% premiums paid for health, dental, and vision insurance; 4% 401(K) match; employer-paid short- and long-term disability; paid parental leave; life insurance; flexible spending accountsMy employer follows pay transparency principles. They list the salary up front and dont negotiate. There are levels within each pay band, but theyre still working out how employees can level up.The org is about 8 years old. Im essentially working on a new team. My manager is a first-time manager. He hired me along with one other person who transferred from a different department. Hes very communicative and open to trying new ideas. I appreciate that.Ive only been here for two months, but Im already working to revamp how data is distributed across the organization. Im the lead on three org-wide surveys. Itll be the first time they have enough bandwidth to conduct deeper analyses. Im excited about that.Well also start working to formalize our data policies and infrastructure. Its been very much a  grassroots operation up until now",True,2.0,months,2023
2023-12-29,Data Scientist,Canada,100.0,Medical R&amp;D,PhD Neuroscience,"lots of statistics consulting in academia, teaching graduate stats to psychologists/neuroscientists   * **$Internship** None   * **$Coop** None",es:** founding,still pre-IPO,Desconhecido,False,8.0,years,2023
2023-12-29,Desconhecido,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2023
2023-12-29,Data Scientist,Desconhecido,95.0,Government,"BS in Political Science, MA in Political Science (Fields: Public Policy, Research Methodology",1 year as a data analyst at the same company. 1.5 years as an RA at a very well known think tank (if youre in policy process and disaster stuff). 1 year as a TA teaching statistics and government,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2023
2023-12-29,data engineering analyst,"Montreal, QC, Canada",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.5,years,2023
2023-12-29,Data Scientist,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,total work experience,False,2.0,unknown,2023
2023-12-29,"Data Scientist (Staff/ Manager, similar to Amazon L6 Applied Scientist",Desconhecido,230.0,Gaming,"CS BS, Biotech PhD and Postdoc",20 YOE if counting PhD+Postdoc time if not then just 6 years (yea i know,0 RSU or,s,265,False,3.0,years,2023
2023-12-29,senior data scientist (principal data scientist,"Boston, MA, USA",140.0,Financial services,MS statistics/ data science,used to be a high school math teacher. Summer internship + part-time with same company prior to full-time,Desconhecido,"25% bonus eligible (35%). Also been getting what's basically a 2yr delayed retention bonus every year, comes to about $10-15k pretax","175k (est $220k next year) plus good benefits (employer finished paying off my student loans last year, good health + dental + vision insurance for myself and wife",False,2.0,unknown,2023
2023-12-29,Desconhecido,Canada,200.0,Tech,BS STEM,Desconhecido,Desconhecido,Desconhecido,300K CAD,False,2.0,unknown,2023
2023-12-29,ML Ops Engineer,"Chicago, IL, USA",140.0,FinTech,"BS in Math, Masters in Math Ed, Bootcamp",Taught High School Math and Stats for 6 years,5k signing,15% annual bonus,OTE 161K,False,1.0,years,2023
2023-12-29,AI Engineer,Desconhecido,10000.0,Self-employed,2x masters degrees,"Banking, Data Analyst, Data Scientist, Politics$Internship $Coop","won a $10k relocation grant if I move to Tulsa, Oklahoma. won and declined a $5k relocation grant if I move to Indiana",Desconhecido,Hoping for $100k-$400k net in 2024,False,2.0,unknown,2023
2023-12-29,Senior Data Scientist,Desconhecido,180.0,Tech/Healthcare,BS Data Science,5 yrs as DS/Senior DS,none,USD $40K,USD ~$220K,False,1.0,years,2023
2023-12-29,Senior DS,"Texas, USA",,Desconhecido,"BS/MS in EE, DS bootcamp",Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,6.0,months,2023
2023-12-29,Data Viz Specialist,Ireland,41.0,media/PR,"BA Econ and Pol, HDip Data Analytics, working on a Masters at the moment",Desconhecido,Desconhecido,Desconhecido,41kShould note my role and title are about a billion miles apart at this point (new role coming in the new year) and there are other benefits but I can't recall their value right now (pension/ health,False,2.5,years,2023
2023-12-29,Principal Data Scientist,Canada,178.0,Tech,MS in Big Data Analytics,15 yrs ( 8 + in DS Roles)  $Internship  $Coop,10k,15k,193K,False,1.8,years,2023
2023-12-29,Sr. DS Quant,"Washington, DC, USA",180.0,Finance,MS DS,Desconhecido,Desconhecido,20% annual bonus        ~7% 401k matching        HSA matching,"235kSince this will be updated every year, here's a breakdown of TC over the years with the number of years of experience:    Undergrad (TA) : $8/hr + free pizza and snacks    Graduate (Research Assnt.): $10/hr + free pizza and snacks     T = 0 (Assc. DS Quant): ~$150k    T = 1 (Assc. DS Quant): ~$160k    T = 2 (DS Quant): ~$190k    T = 3 (DS Quant): ~$225k    T = 4 (Sr. DS Quant): ~$235k",False,4.0,years,2023
2023-12-29,Data Scientist,Desconhecido,130.0,OEM Fortune 500,PhD,Not much just PhD,Desconhecido,Desconhecido,167k + other great benefits,False,2.0,years,2023
2023-12-29,Project Manager (Smart Manufacturing,Germany,52000.0,SaaS for manufacturing,B.Eng. in Industrial Engineering,Desconhecido,Desconhecido,Desconhecido,"59,000",False,1.0,years,2023
